sAddress,rAddress,sMACs,rMACs,sIPs,rIPs,protocol,startDate,endDate,start,end,startOffset,endOffset,duration,sPackets,rPackets,sBytesSum,rBytesSum,sBytesMax,rBytesMax,sBytesMin,rBytesMin,sBytesAvg,rBytesAvg,sLoad,rLoad,sPayloadSum,rPayloadSum,sPayloadMax,rPayloadMax,sPayloadMin,rPayloadMin,sPayloadAvg,rPayloadAvg,sInterPacketAvg,rInterPacketAvg,sttl,rttl,sAckRate,rAckRate,sUrgRate,rUrgRate,sFinRate,rFinRate,sPshRate,rPshRate,sSynRate,rSynRate,sRstRate,rRstRate,sWinTCP,rWinTCP,sFragmentRate,rFragmentRate,sAckDelayMax,rAckDelayMax,sAckDelayMin,rAckDelayMin,sAckDelayAvg,rAckDelayAvg
34:5d:9e:4a:f7:c7,98:2c:bc:16:7e:16,34:5d:9e:4a:f7:c7,98:2c:bc:16:7e:16,,,IPV6,2024-10-25 23:37:11.612574,2024-10-25 23:37:12.063868,1729892231.612574,1729892232.063868,29.117029,29.568323,0.451295,30,35,3411,3133,868,178,74,74,113.7,89.514,60466.0,55537.959,3291,2993,864,174,70,70,109.7,85.514,0.014618898260182348,0.013273351332720588,,,,,,,,,,,,,,,,,,,,,,,,
192.168.2.183,23.106.61.147,98:2c:bc:16:7e:16,34:5d:9e:4a:f7:c7,192.168.2.183,23.106.61.147,IPV4-TCP,2024-10-25 23:37:11.629493,2024-10-25 23:37:11.693795,1729892231.629493,1729892231.693795,29.133948,29.19825,0.064303,6,2,6476,509,1500,469,40,40,1079.333,254.5,805685.988,63325.227,6236,429,1460,429,0,0,1039.333,214.5,0.012860393524169922,0.0,128.0,51.0,1.0,1.0,0.0,0.0,0.0,0.0,0.167,0.5,0.0,0.0,0.0,0.0,1021.833,83.0,0.0,0.0,0.05,0.015,0.05,0.015,0.049535,0.014767
167.235.124.61,192.168.2.183,34:5d:9e:4a:f7:c7,98:2c:bc:16:7e:16,167.235.124.61,192.168.2.183,IPV4-TCP,2024-10-25 23:37:11.630786,2024-10-25 23:37:11.742237,1729892231.630786,1729892231.742237,29.135241,29.246692,0.111452,6,9,1727,4835,700,1500,40,40,287.833,537.222,123963.514,347054.771,1475,4463,660,1460,0,0,245.833,495.889,0.009969806671142578,0.01393139362335205,58.0,128.0,1.0,0.889,0.0,0.0,0.0,0.0,0.667,0.444,0.167,0.111,0.0,0.0,7193.833,7593.0,0.0,0.0,0.018,0.044,0.016,0.0,0.016997,0.015866
148.251.232.222,192.168.2.183,34:5d:9e:4a:f7:c7,98:2c:bc:16:7e:16,148.251.232.222,192.168.2.183,IPV4-TCP,2024-10-25 23:37:11.871119,2024-10-25 23:37:11.946700,1729892231.871119,1729892231.9467,29.375574,29.451155,0.075582,16,12,18047,12409,1500,1500,40,40,1127.938,1034.083,1910188.393,1313433.134,17407,11929,1460,1460,0,0,1087.938,994.083,0.0034015337626139325,0.006871006705544211,58.0,128.0,1.0,1.0,0.0,0.0,0.0,0.0,0.312,0.167,0.0,0.0,0.0,0.0,962.875,513.0,0.0,0.0,0.026,0.026,0.024,0.0,0.024419,0.008746
192.168.2.183,192.168.2.254,98:2c:bc:16:7e:16,34:5d:9e:4a:f7:c7,192.168.2.183,192.168.2.254,IPV4-TCP,2024-10-25 23:37:12.016401,2024-10-25 23:37:12.063913,1729892232.016401,1729892232.063913,29.520856,29.568368,0.047513,2,3,80,192,40,78,40,40,40.0,64.0,13469.982,32327.957,0,72,0,38,0,0,0.0,24.0,0.00010919570922851562,0.01409900188446045,128.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.667,0.0,0.0,0.0,0.0,513.0,229.0,0.0,0.0,0.047,,0.041,,0.044416,
129.125.2.64,192.168.2.183,34:5d:9e:4a:f7:c7,98:2c:bc:16:7e:16,129.125.2.64,192.168.2.183,IPV4-TCP,2024-10-25 23:37:12.160129,2024-10-25 23:37:12.160989,1729892232.160129,1729892232.160989,29.664584,29.665444,0.000861,5,5,200,200,40,40,40,40,40.0,40.0,1858356.498,1858356.498,0,0,0,0,0,0,0.0,0.0,9.274482727050781e-05,0.00017601251602172852,248.0,128.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30188.8,63951.0,0.0,0.0,,0.0,,0.0,,0.000351
34:5d:9e:4a:f7:c7,98:2c:bc:16:7e:16,34:5d:9e:4a:f7:c7,98:2c:bc:16:7e:16,,,IPV6,2024-10-25 23:37:12.172660,2024-10-25 23:37:12.624864,1729892232.17266,1729892232.624864,29.677115,30.129319,0.452205,18,24,1404,2092,86,122,74,74,78.0,87.167,24838.293,37009.764,1332,1996,82,118,70,70,74.0,83.167,0.02650900448069853,0.019601168839827827,,,,,,,,,,,,,,,,,,,,,,,,
192.168.2.183,54.225.182.211,98:2c:bc:16:7e:16,34:5d:9e:4a:f7:c7,192.168.2.183,54.225.182.211,IPV4-TCP,2024-10-25 23:37:12.498444,2024-10-25 23:37:12.593443,1729892232.498444,1729892232.593443,30.002899,30.097898,0.095,2,4,80,237,40,86,40,40,40.0,59.25,6736.854,19957.929,0,77,0,46,0,0,0.0,19.25,0.0005249977111816406,0.03166627883911133,128.0,244.0,1.0,1.0,0.0,0.0,0.5,0.25,0.0,0.5,0.0,0.0,0.0,0.0,509.0,221.0,0.0,0.0,0.001,0.094,0.0,0.094,0.000528,0.094208
192.168.2.183,192.168.2.254,98:2c:bc:16:7e:16,34:5d:9e:4a:f7:c7,192.168.2.183,192.168.2.254,IPV4-TCP,2024-10-25 23:37:12.883615,2024-10-25 23:37:13.148824,1729892232.883615,1729892233.148824,30.38807,30.653279,0.26521,115,80,5004,4091,88,106,40,40,43.513,51.138,150944.558,123404.114,308,795,48,66,0,0,2.678,9.938,0.002326394382276033,0.0031930766528165794,128.0,64.0,0.93,1.0,0.0,0.0,0.296,0.45,0.139,0.25,0.07,0.1,0.035,0.0,4928.339,3126.1,0.0,0.0,0.183,0.04,0.0,0.001,0.035823,0.003838
34:5d:9e:4a:f7:c7,98:2c:bc:16:7e:16,34:5d:9e:4a:f7:c7,98:2c:bc:16:7e:16,,,IPV6,2024-10-25 23:37:12.883920,2024-10-25 23:37:13.263595,1729892232.88392,1729892233.263595,30.388375,30.76805,0.379676,129,153,21684,16938,1502,1474,74,74,168.093,110.706,456894.646,356893.632,21168,16326,1498,1470,70,70,164.093,106.706,0.0029065925627946854,0.0024978628284052797,,,,,,,,,,,,,,,,,,,,,,,,
129.125.2.64,192.168.2.183,34:5d:9e:4a:f7:c7,98:2c:bc:16:7e:16,129.125.2.64,192.168.2.183,IPV4-TCP,2024-10-25 23:37:13.060473,2024-10-25 23:37:13.548759,1729892233.060473,1729892233.548759,30.564928,31.053214,0.488287,7,7,280,280,40,40,40,40,40.0,40.0,4587.466,4587.466,0,0,0,0,0,0,0.0,0.0,0.07936648527781169,0.07943868637084961,248.0,128.0,1.0,1.0,0.0,0.0,0.143,0.857,0.0,0.0,0.0,0.0,0.0,0.0,30382.571,64033.571,0.0,0.0,0.012,0.378,0.012,0.0,0.011991,0.189257
34:5d:9e:4a:f7:c7,98:2c:bc:16:7e:16,34:5d:9e:4a:f7:c7,98:2c:bc:16:7e:16,,,IPV6,2024-10-25 23:37:13.528075,2024-10-25 23:37:13.626790,1729892233.528075,1729892233.62679,31.03253,31.131245,0.098716,9,7,928,3157,142,1034,83,95,103.111,451.0,75205.589,255844.877,892,3129,138,1030,79,91,99.111,447.0,0.010608494281768799,0.01198116938273112,,,,,,,,,,,,,,,,,,,,,,,,
167.235.124.61,192.168.2.183,34:5d:9e:4a:f7:c7,98:2c:bc:16:7e:16,167.235.124.61,192.168.2.183,IPV4-TCP,2024-10-25 23:37:13.537590,2024-10-25 23:37:13.572724,1729892233.53759,1729892233.572724,31.042045,31.077179,0.035135,3,4,757,1283,653,1163,40,40,252.333,320.75,172363.362,292129.714,637,1123,613,1123,0,0,212.333,280.75,0.0092620849609375,0.011711359024047852,58.0,128.0,1.0,1.0,0.0,0.0,0.333,0.25,0.667,0.25,0.0,0.0,0.0,0.25,165.0,381.75,0.0,0.0,0.017,0.002,0.0,0.0,0.008371,0.000768
162.159.135.234,192.168.2.183,34:5d:9e:4a:f7:c7,98:2c:bc:16:7e:16,162.159.135.234,192.168.2.183,IPV4-TCP,2024-10-25 23:37:15.365594,2024-10-25 23:37:15.412027,1729892235.365594,1729892235.412027,32.870049,32.916482,0.046434,1,1,273,40,273,40,273,40,273.0,40.0,47034.529,6891.506,233,0,233,0,233,0,233.0,0.0,,,59.0,128.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,509.0,0.0,0.0,,0.046,,0.046,,0.046433
192.168.2.183,192.168.2.254,98:2c:bc:16:7e:16,34:5d:9e:4a:f7:c7,192.168.2.183,192.168.2.254,IPV4-TCP,2024-10-25 23:37:15.479716,2024-10-25 23:37:15.572339,1729892235.479716,1729892235.572339,32.984171,33.076794,0.092624,0,3,0,156,,52,,52,,52.0,0.0,13473.83,0,0,,0,,0,,0.0,,0.04631149768829346,,64.0,,1.0,,0.0,,0.0,,0.0,,1.0,,0.0,,29200.0,,0.0,,,,,,
129.125.2.61,192.168.2.183,34:5d:9e:4a:f7:c7,98:2c:bc:16:7e:16,129.125.2.61,192.168.2.183,IPV4-TCP,2024-10-25 23:37:15.583932,2024-10-25 23:37:15.585204,1729892235.583932,1729892235.585204,33.088387,33.089659,0.001273,2,2,80,80,40,40,40,40,40.0,40.0,502763.977,502763.977,0,0,0,0,0,0,0.0,0.0,0.0011131763458251953,0.0011107921600341797,248.0,128.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8741.5,63479.5,0.0,0.0,,0.0,,0.0,,0.00016
192.168.2.183,192.168.2.25,98:2c:bc:16:7e:16,de:0d:62:55:c1:6d,192.168.2.183,192.168.2.25,IPV4-TCP,2024-10-25 23:37:15.665272,2024-10-25 23:37:15.922505,1729892235.665272,1729892235.922505,33.169727,33.42696,0.257234,2,1,190,150,150,150,40,150,95.0,150.0,5909.019,4665.015,110,110,110,110,0,110,55.0,110.0,0.2572329044342041,,128.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,511.0,1207.0,0.0,0.0,0.045,0.213,0.045,0.213,0.044642,0.212591
34:5d:9e:4a:f7:c7,98:2c:bc:16:7e:16,34:5d:9e:4a:f7:c7,98:2c:bc:16:7e:16,,,IPV6,2024-10-25 23:37:16.068181,2024-10-25 23:37:16.393079,1729892236.068181,1729892236.393079,33.572636,33.897534,0.324899,53,63,5203,5127,221,103,74,74,98.17,81.381,128113.658,126242.307,4991,4875,217,99,70,70,94.17,77.381,0.006173633612119234,0.005156209391932334,,,,,,,,,,,,,,,,,,,,,,,,
129.125.2.61,192.168.2.183,34:5d:9e:4a:f7:c7,98:2c:bc:16:7e:16,129.125.2.61,192.168.2.183,IPV4-TCP,2024-10-25 23:37:16.110187,2024-10-25 23:37:16.120402,1729892236.110187,1729892236.120402,33.614642,33.624857,0.010216,2,2,80,80,40,40,40,40,40.0,40.0,62646.559,62646.559,0,0,0,0,0,0,0.0,0.0,0.00045609474182128906,0.00020503997802734375,248.0,128.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8741.5,63479.5,0.0,0.0,0.01,,0.01,,0.009884,
192.168.2.183,204.79.197.203,98:2c:bc:16:7e:16,34:5d:9e:4a:f7:c7,192.168.2.183,204.79.197.203,IPV4-TCP,2024-10-25 23:37:16.111436,2024-10-25 23:37:16.449058,1729892236.111436,1729892236.449058,33.615891,33.953513,0.337623,20,63,10275,70046,1480,1500,40,40,513.75,1111.841,243466.706,1659743.93,9463,67514,1440,1460,0,0,473.15,1071.651,0.017769587667364823,0.005256210604021626,128.0,120.984,0.95,1.0,0.0,0.0,0.0,0.0,0.3,0.333,0.05,0.016,0.0,0.0,3701.55,17164.238,0.0,0.0,0.005,0.012,0.0,0.0,0.001487,0.007598
14.19.47.118,192.168.2.183,34:5d:9e:4a:f7:c7,98:2c:bc:16:7e:16,14.19.47.118,192.168.2.183,IPV4-UDP,2024-10-25 23:37:16.193995,2024-10-25 23:37:16.193995,1729892236.193995,1729892236.193995,33.69845,33.69845,1e-06,0,1,0,131,,131,,131,,131.0,0.0,1048000000.0,0,79,,79,,79,,79.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
152.199.19.160,192.168.2.183,34:5d:9e:4a:f7:c7,98:2c:bc:16:7e:16,152.199.19.160,192.168.2.183,IPV4-TCP,2024-10-25 23:37:16.271885,2024-10-25 23:37:16.278055,1729892236.271885,1729892236.278055,33.77634,33.78251,0.006171,1,1,52,41,52,41,52,41,52.0,41.0,67411.713,53151.543,0,1,0,1,0,1,0.0,1.0,,,59.0,128.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.0,509.0,0.0,0.0,0.006,,0.006,,0.00617,
192.168.2.183,192.168.2.254,98:2c:bc:16:7e:16,34:5d:9e:4a:f7:c7,192.168.2.183,192.168.2.254,IPV4-TCP,2024-10-25 23:37:16.343510,2024-10-25 23:37:16.387866,1729892236.34351,1729892236.387866,33.847965,33.892321,0.044357,24,20,1132,972,69,71,40,40,47.167,48.6,204161.192,175304.487,124,124,29,31,0,0,5.167,6.2,0.0019285264222518258,0.0020997900711862663,128.0,64.0,0.833,1.0,0.0,0.0,0.167,0.2,0.333,0.2,0.167,0.2,0.0,0.0,11134.167,6023.2,0.0,0.0,0.022,0.011,0.0,0.001,0.003489,0.003153
192.168.2.183,2.16.106.140,98:2c:bc:16:7e:16,34:5d:9e:4a:f7:c7,192.168.2.183,2.16.106.140,IPV4-UDP,2024-10-25 23:37:16.844961,2024-10-25 23:37:16.890928,1729892236.844961,1729892236.890928,34.349416,34.395383,0.045968,3,4,961,640,838,484,60,49,320.333,160.0,167246.409,111381.584,805,432,786,432,8,-3,268.333,108.0,0.021975040435791016,0.012190977732340494,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,
192.168.2.183,34.205.120.63,98:2c:bc:16:7e:16,34:5d:9e:4a:f7:c7,192.168.2.183,34.205.120.63,IPV4-TCP,2024-10-25 23:37:16.848187,2024-10-25 23:37:16.939962,1729892236.848187,1729892236.939962,34.352642,34.444417,0.091776,3,4,120,237,40,86,40,40,40.0,59.25,10460.258,20659.009,0,77,0,46,0,0,0.0,19.25,0.0002980232238769531,0.030591646830240887,128.0,246.0,1.0,1.0,0.0,0.0,0.333,0.25,0.0,0.5,0.0,0.0,0.0,0.0,512.333,246.0,0.0,0.0,0.001,0.091,0.0,0.091,0.000422,0.091039
152.199.19.160,192.168.2.183,34:5d:9e:4a:f7:c7,98:2c:bc:16:7e:16,152.199.19.160,192.168.2.183,IPV4-TCP,2024-10-25 23:37:16.956502,2024-10-25 23:37:16.963663,1729892236.956502,1729892236.963663,34.460957,34.468118,0.007162,4,3,241,120,97,40,40,40,60.25,40.0,269193.269,134038.142,81,0,57,0,0,0,20.25,0.0,0.0023870468139648438,0.0007054805755615234,59.0,128.0,1.0,1.0,0.0,0.0,0.25,0.333,0.5,0.0,0.0,0.0,0.0,0.0,148.0,509.0,0.0,0.0,0.005,0.0,0.001,0.0,0.003144,0.000293
192.168.2.183,2.16.106.140,98:2c:bc:16:7e:16,34:5d:9e:4a:f7:c7,192.168.2.183,2.16.106.140,IPV4-UDP,2024-10-25 23:37:17.676257,2024-10-25 23:37:18.039657,1729892237.676257,1729892238.039657,35.180712,35.544112,0.363401,24,51,3051,52974,1066,1278,57,49,127.125,1038.706,67165.432,1166182.103,1803,50322,1014,1226,5,-3,75.125,986.706,0.014606175215347954,0.0070863008499145504,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,
192.168.2.183,52.207.149.82,98:2c:bc:16:7e:16,34:5d:9e:4a:f7:c7,192.168.2.183,52.207.149.82,IPV4-TCP,2024-10-25 23:37:17.678251,2024-10-25 23:37:17.773475,1729892237.678251,1729892237.773475,35.182706,35.27793,0.095225,3,5,120,277,40,86,40,40,40.0,55.4,10081.396,23271.223,0,77,0,46,0,0,0.0,15.4,0.03898000717163086,0.023805975914001465,128.0,237.0,1.0,1.0,0.0,0.0,0.333,0.4,0.0,0.4,0.0,0.0,0.0,0.0,508.0,132.0,0.0,0.0,0.001,0.017,0.0,0.017,0.000723,0.016857
34:5d:9e:4a:f7:c7,98:2c:bc:16:7e:16,34:5d:9e:4a:f7:c7,98:2c:bc:16:7e:16,,,IPV6,2024-10-25 23:37:17.678251,2024-10-25 23:37:17.690481,1729892237.678251,1729892237.690481,35.182706,35.194936,0.012231,4,4,383,320,113,86,74,74,95.75,80.0,250512.647,209305.606,367,304,109,82,70,70,91.75,76.0,0.004076639811197917,0.00023865699768066406,,,,,,,,,,,,,,,,,,,,,,,,
178.32.210.226,192.168.2.183,34:5d:9e:4a:f7:c7,98:2c:bc:16:7e:16,178.32.210.226,192.168.2.183,IPV4-TCP,2024-10-25 23:37:17.678251,2024-10-25 23:37:17.946051,1729892237.678251,1729892237.946051,35.182706,35.450506,0.267801,8,5,470,212,79,52,40,40,58.75,42.4,14040.284,6333.064,150,0,39,0,0,0,18.75,0.0,0.03825712203979492,0.06397545337677002,54.0,128.0,1.0,1.0,0.0,0.0,0.375,0.4,0.625,0.0,0.0,0.0,0.0,0.0,822.0,509.6,0.0,0.0,0.013,0.001,0.0,0.0,0.008089,0.000424
34:5d:9e:4a:f7:c7,ff:ff:ff:ff:ff:ff,34:5d:9e:4a:f7:c7,ff:ff:ff:ff:ff:ff,,,ARP,2024-10-25 23:37:17.720096,2024-10-25 23:37:17.720096,1729892237.720096,1729892237.720096,35.224551,35.224551,1e-06,1,0,52,0,52,,52,,52.0,,416000000.0,0.0,48,0,48,,48,,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
34:5d:9e:4a:f7:c7,98:2c:bc:16:7e:16,34:5d:9e:4a:f7:c7,98:2c:bc:16:7e:16,,,IPV6,2024-10-25 23:37:18.232874,2024-10-25 23:37:18.239650,1729892238.232874,1729892238.23965,35.737329,35.744105,0.006777,4,4,383,320,113,86,74,74,95.75,80.0,452111.156,377743.002,367,304,109,82,70,70,91.75,76.0,0.0022586981455485025,0.00022037823994954428,,,,,,,,,,,,,,,,,,,,,,,,
192.168.2.183,54.145.5.46,98:2c:bc:16:7e:16,34:5d:9e:4a:f7:c7,192.168.2.183,54.145.5.46,IPV4-TCP,2024-10-25 23:37:18.291001,2024-10-25 23:37:18.383301,1729892238.291001,1729892238.383301,35.795456,35.887756,0.092301,3,4,120,237,40,86,40,40,40.0,59.25,10400.761,20541.503,0,77,0,46,0,0,0.0,19.25,0.00046646595001220703,0.030766646067301433,128.0,242.0,1.0,1.0,0.0,0.0,0.333,0.25,0.0,0.5,0.0,0.0,0.0,0.0,509.0,188.0,0.0,0.0,0.001,0.091,0.0,0.0,0.000338,0.045765
152.199.19.160,192.168.2.183,34:5d:9e:4a:f7:c7,98:2c:bc:16:7e:16,152.199.19.160,192.168.2.183,IPV4-TCP,2024-10-25 23:37:18.293142,2024-10-25 23:37:18.299636,1729892238.293142,1729892238.299636,35.797597,35.804091,0.006495,1,1,52,41,52,41,52,41,52.0,41.0,64051.174,50501.887,0,1,0,1,0,1,0.0,1.0,,,59.0,128.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.0,513.0,0.0,0.0,0.006,,0.006,,0.006494,
185.235.87.122,192.168.2.183,34:5d:9e:4a:f7:c7,98:2c:bc:16:7e:16,185.235.87.122,192.168.2.183,IPV4-TCP,2024-10-25 23:37:18.353553,2024-10-25 23:37:18.362910,1729892238.353553,1729892238.36291,35.858008,35.867365,0.009358,4,3,223,120,79,40,40,40,55.75,40.0,190639.523,102586.291,63,0,39,0,0,0,15.75,0.0,0.0031189918518066406,0.00033855438232421875,55.0,128.0,1.0,1.0,0.0,0.0,0.25,0.333,0.5,0.0,0.0,0.0,0.0,0.0,63.0,508.333,0.0,0.0,0.009,0.0,0.0,0.0,0.004372,0.000262
185.235.86.44,192.168.2.183,34:5d:9e:4a:f7:c7,98:2c:bc:16:7e:16,185.235.86.44,192.168.2.183,IPV4-TCP,2024-10-25 23:37:18.539842,2024-10-25 23:37:18.566569,1729892238.539842,1729892238.566569,36.044297,36.071024,0.026728,3,3,183,132,79,52,40,40,61.0,44.0,54773.611,39508.834,63,0,39,0,0,0,21.0,0.0,0.01336359977722168,0.0003255605697631836,51.0,128.0,1.0,1.0,0.0,0.0,0.333,0.333,0.667,0.0,0.0,0.0,0.0,0.0,63.0,508.333,0.0,0.0,0.026,0.001,0.026,0.0,0.025927,0.000437
152.199.19.160,192.168.2.183,34:5d:9e:4a:f7:c7,98:2c:bc:16:7e:16,152.199.19.160,192.168.2.183,IPV4-TCP,2024-10-25 23:37:18.950465,2024-10-25 23:37:18.957622,1729892238.950465,1729892238.957622,36.45492,36.462077,0.007158,5,3,281,120,97,40,40,40,56.2,40.0,314050.374,134114.039,81,0,57,0,0,0,16.2,0.0,0.0017892718315124512,0.0003114938735961914,59.0,128.0,1.0,1.0,0.0,0.0,0.4,0.333,0.4,0.0,0.0,0.0,0.0,0.0,151.0,512.0,0.0,0.0,0.006,0.001,0.006,0.0,0.006246,0.000584
192.168.2.183,192.168.2.254,98:2c:bc:16:7e:16,34:5d:9e:4a:f7:c7,192.168.2.183,192.168.2.254,IPV4-TCP,2024-10-25 23:37:18.950465,2024-10-25 23:37:18.950465,1729892238.950465,1729892238.950465,36.45492,36.45492,1e-06,0,1,0,52,,52,,52,,52.0,0.0,416000000.0,0,0,,0,,0,,0.0,,,,64.0,,1.0,,0.0,,0.0,,0.0,,1.0,,0.0,,29200.0,,0.0,,,,,,
192.168.2.183,2.16.106.140,98:2c:bc:16:7e:16,34:5d:9e:4a:f7:c7,192.168.2.183,2.16.106.140,IPV4-UDP,2024-10-25 23:37:19.156259,2024-10-25 23:37:19.337126,1729892239.156259,1729892239.337126,36.660714,36.841581,0.180868,8,10,705,812,170,217,59,49,88.125,81.2,31182.97,35915.704,289,292,118,165,7,-3,36.125,29.2,0.025838136672973633,0.018942753473917644,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,
192.168.2.25,224.0.0.251,de:0d:62:55:c1:6d,01:00:5e:00:00:fb,192.168.2.25,224.0.0.251,IPV4-UDP,2024-10-25 23:37:19.258308,2024-10-25 23:37:19.258308,1729892239.258308,1729892239.258308,36.762763,36.762763,1e-06,1,0,238,0,238,,238,,238.0,,1904000000.0,0.0,186,0,186,,186,,186.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,
33:33:00:00:00:fb,de:0d:62:55:c1:6d,33:33:00:00:00:fb,de:0d:62:55:c1:6d,,,IPV6,2024-10-25 23:37:19.260328,2024-10-25 23:37:19.260328,1729892239.260328,1729892239.260328,36.764783,36.764783,1e-06,0,1,0,284,,284,,284,,284.0,0.0,2272000000.0,0,280,,280,,280,,280.0,,,,,,,,,,,,,,,,,,,,,,,,,,
34:5d:9e:4a:f7:c7,98:2c:bc:16:7e:16,34:5d:9e:4a:f7:c7,98:2c:bc:16:7e:16,,,IPV6,2024-10-25 23:37:19.382387,2024-10-25 23:37:19.389790,1729892239.382387,1729892239.38979,36.886842,36.894245,0.007404,3,2,285,148,113,74,74,74,95.0,74.0,307936.026,159910.638,273,140,109,70,70,70,91.0,70.0,0.0037015676498413086,0.0006451606750488281,,,,,,,,,,,,,,,,,,,,,,,,
162.159.135.234,192.168.2.183,34:5d:9e:4a:f7:c7,98:2c:bc:16:7e:16,162.159.135.234,192.168.2.183,IPV4-TCP,2024-10-25 23:37:19.768792,2024-10-25 23:37:19.817256,1729892239.768792,1729892239.817256,37.273247,37.321711,0.048465,1,1,167,40,167,40,167,40,167.0,40.0,27566.251,6602.695,127,0,127,0,127,0,127.0,0.0,,,59.0,128.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,509.0,0.0,0.0,,0.048,,0.048,,0.048464
192.168.2.183,204.79.197.203,98:2c:bc:16:7e:16,34:5d:9e:4a:f7:c7,192.168.2.183,204.79.197.203,IPV4-TCP,2024-10-25 23:37:20.127609,2024-10-25 23:37:20.249838,1729892240.127609,1729892240.249838,37.632064,37.754293,0.12223,6,2,6129,921,1480,881,40,40,1021.5,460.5,401145.056,60279.751,5889,841,1440,841,0,0,981.5,420.5,0.024445819854736327,0.06447601318359375,128.0,121.0,1.0,1.0,0.0,0.0,0.0,0.0,0.167,0.5,0.0,0.0,0.0,0.0,516.5,16385.0,0.0,0.0,0.044,0.078,0.044,0.014,0.04409,0.045901
34:5d:9e:4a:f7:c7,98:2c:bc:16:7e:16,34:5d:9e:4a:f7:c7,98:2c:bc:16:7e:16,,,IPV6,2024-10-25 23:37:20.793673,2024-10-25 23:37:21.293631,1729892240.793673,1729892241.293631,38.298128,38.798086,0.499959,169,104,108015,9570,1403,229,74,74,639.142,92.019,1728381.595,153132.545,107339,9154,1399,225,70,70,635.142,88.019,0.0029542502902802966,0.004853186098117273,,,,,,,,,,,,,,,,,,,,,,,,
192.168.2.183,192.168.2.25,98:2c:bc:16:7e:16,de:0d:62:55:c1:6d,192.168.2.183,192.168.2.25,IPV4-TCP,2024-10-25 23:37:20.879584,2024-10-25 23:37:20.954348,1729892240.879584,1729892240.954348,38.384039,38.458803,0.074765,2,1,190,150,150,150,40,150,95.0,150.0,20330.365,16050.288,110,110,110,110,0,110,55.0,110.0,0.07476401329040527,,128.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,510.5,1207.0,0.0,0.0,0.051,0.024,0.051,0.024,0.051219,0.023545
192.168.2.183,192.168.2.254,98:2c:bc:16:7e:16,34:5d:9e:4a:f7:c7,192.168.2.183,192.168.2.254,IPV4-TCP,2024-10-25 23:37:21.238933,2024-10-25 23:37:21.633520,1729892241.238933,1729892241.63352,38.743388,39.137975,0.394588,80,62,4112,3003,79,81,40,40,51.4,48.435,83368.011,60883.788,696,307,39,41,0,0,8.7,4.952,0.004978530014617534,0.00644847213244829,128.0,64.0,0.775,1.0,0.0,0.0,0.0,0.0,0.45,0.129,0.225,0.29,0.0,0.0,14851.575,8639.935,0.0,0.0,0.053,0.005,0.0,0.001,0.014056,0.002431
34:5d:9e:4a:f7:c7,98:2c:bc:16:7e:16,34:5d:9e:4a:f7:c7,98:2c:bc:16:7e:16,,,IPV6,2024-10-25 23:37:21.294734,2024-10-25 23:37:21.330375,1729892241.294734,1729892241.330375,38.799189,38.83483,0.035642,23,34,1786,2895,86,113,74,74,77.652,85.147,400875.878,649796.006,1694,2759,82,109,70,70,73.652,81.147,0.0016200434077869761,0.0010114583102139559,,,,,,,,,,,,,,,,,,,,,,,,
178.79.208.44,192.168.2.183,34:5d:9e:4a:f7:c7,98:2c:bc:16:7e:16,178.79.208.44,192.168.2.183,IPV4-TCP,2024-10-25 23:37:21.299704,2024-10-25 23:37:21.308847,1729892241.299704,1729892241.308847,38.804159,38.813302,0.009144,4,3,391,374,232,255,40,40,97.75,124.667,342086.891,327213.548,231,254,192,215,0,0,57.75,84.667,0.00036295255025227863,0.004571437835693359,60.0,128.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.667,0.0,0.0,0.0,0.0,194.0,512.667,0.0,0.0,0.009,0.0,0.008,0.0,0.00818,0.000138
